id,nome,preco,taxa
4130,Eletronico 4130,2026.87,0.19
4131,Eletronico 4131,4034.74,0.09
4132,Eletronico 4132,226.26,0.13
4133,Eletronico 4133,118.73,0.19
4134,Eletronico 4134,153.15,0.09
4135,Eletronico 4135,2866.64,0.19
4136,Eletronico 4136,3703.93,0.17
4137,Eletronico 4137,999.54,0.14
4138,Eletronico 4138,1727.13,0.07
4139,Eletronico 4139,4593.58,0.16
4140,Eletronico 4140,1666.79,0.12
4141,Eletronico 4141,4214.76,0.12
4142,Eletronico 4142,1557.36,0.12
4143,Eletronico 4143,368.79,0.18
4144,Eletronico 4144,2215.66,0.08
4145,Eletronico 4145,2065.55,0.13
4146,Eletronico 4146,1588.13,0.08
4147,Eletronico 4147,839.84,0.08
4148,Eletronico 4148,2420.5,0.14
4149,Eletronico 4149,4958.85,0.19
4150,Eletronico 4150,3617.28,0.17
4151,Eletronico 4151,4024.84,0.05
4152,Eletronico 4152,4965.2,0.09
4153,Eletronico 4153,3956.36,0.13
4154,Eletronico 4154,1905.36,0.15
4155,Eletronico 4155,2422.47,0.19
4156,Eletronico 4156,1947.68,0.05
4157,Eletronico 4157,3783.54,0.06
4158,Eletronico 4158,2143.95,0.1
4159,Eletronico 4159,1807.18,0.17
4160,Eletronico 4160,3978.34,0.17
4161,Eletronico 4161,4885.71,0.08
4162,Eletronico 4162,342.95,0.08
4163,Eletronico 4163,3458.96,0.19
4164,Eletronico 4164,557.61,0.15
4165,Eletronico 4165,3410.23,0.11
4166,Eletronico 4166,4596.68,0.2
4167,Eletronico 4167,1826.39,0.15
4168,Eletronico 4168,2845.55,0.13
4169,Eletronico 4169,3142.2,0.12
4170,Eletronico 4170,4506.12,0.12
4171,Eletronico 4171,354.08,0.19
4172,Eletronico 4172,3377.86,0.1
4173,Eletronico 4173,1738.74,0.17
4174,Eletronico 4174,2736.67,0.07
4175,Eletronico 4175,4349.08,0.05
4176,Eletronico 4176,474.71,0.14
4177,Eletronico 4177,580.98,0.18
4178,Eletronico 4178,4861.89,0.09
4179,Eletronico 4179,3986.31,0.19
4180,Eletronico 4180,3442.73,0.12
4181,Eletronico 4181,3195.76,0.1
4182,Eletronico 4182,3036.1,0.19
4183,Eletronico 4183,231.79,0.17
4184,Eletronico 4184,4945.22,0.16
4185,Eletronico 4185,636.17,0.05
4186,Eletronico 4186,3968.09,0.17
4187,Eletronico 4187,2119.3,0.15
4188,Eletronico 4188,4711.55,0.09
4189,Eletronico 4189,2475.5,0.19
4190,Eletronico 4190,4564.22,0.2
4191,Eletronico 4191,2901.01,0.12
4192,Eletronico 4192,1906.7,0.11
4193,Eletronico 4193,3225.25,0.08
4194,Eletronico 4194,4022.44,0.11
4195,Eletronico 4195,3257.06,0.07
4196,Eletronico 4196,1195.18,0.08
4197,Eletronico 4197,3460.55,0.17
4198,Eletronico 4198,542.71,0.16
4199,Eletronico 4199,1202.6,0.19
4200,Eletronico 4200,320.16,0.16
4201,Eletronico 4201,396.39,0.18
4202,Eletronico 4202,3904.1,0.15
4203,Eletronico 4203,3596.82,0.19
4204,Eletronico 4204,4868.22,0.12
4205,Eletronico 4205,4371.26,0.19
4206,Eletronico 4206,191.4,0.09
4207,Eletronico 4207,1635.0,0.09
4208,Eletronico 4208,121.37,0.12
4209,Eletronico 4209,3292.42,0.06
4210,Eletronico 4210,3188.48,0.14
4211,Eletronico 4211,4047.78,0.12
4212,Eletronico 4212,4355.89,0.17
4213,Eletronico 4213,4105.01,0.08
4214,Eletronico 4214,2876.09,0.12
4215,Eletronico 4215,891.83,0.1
4216,Eletronico 4216,3350.67,0.06
4217,Eletronico 4217,3021.74,0.16
4218,Eletronico 4218,628.94,0.06
4219,Eletronico 4219,2338.22,0.17
4220,Eletronico 4220,1644.14,0.16
4221,Eletronico 4221,1517.97,0.1
4222,Eletronico 4222,3477.2,0.09
4223,Eletronico 4223,1591.87,0.19
4224,Eletronico 4224,2057.35,0.09
4225,Eletronico 4225,1749.09,0.15
4226,Eletronico 4226,4975.33,0.2
4227,Eletronico 4227,1986.48,0.15
4228,Eletronico 4228,4708.38,0.09
4229,Eletronico 4229,2553.42,0.05
4230,Eletronico 4230,3197.86,0.16
4231,Eletronico 4231,356.18,0.06
4232,Eletronico 4232,2066.16,0.05
4233,Eletronico 4233,4565.17,0.12
4234,Eletronico 4234,4874.59,0.13
4235,Eletronico 4235,4332.08,0.14
4236,Eletronico 4236,2237.09,0.05
4237,Eletronico 4237,1596.23,0.1
4238,Eletronico 4238,1615.96,0.06
4239,Eletronico 4239,4952.54,0.09
4240,Eletronico 4240,171.46,0.1
4241,Eletronico 4241,3844.09,0.19
4242,Eletronico 4242,1550.42,0.15
4243,Eletronico 4243,3117.7,0.14
4244,Eletronico 4244,3802.54,0.12
4245,Eletronico 4245,4109.53,0.17
4246,Eletronico 4246,3361.47,0.19
4247,Eletronico 4247,4182.29,0.12
4248,Eletronico 4248,3563.1,0.16
4249,Eletronico 4249,1003.77,0.19
4250,Eletronico 4250,637.79,0.07
4251,Eletronico 4251,4369.78,0.13
4252,Eletronico 4252,181.12,0.06
4253,Eletronico 4253,1556.89,0.15
4254,Eletronico 4254,1195.63,0.15
4255,Eletronico 4255,3485.11,0.12
4256,Eletronico 4256,2443.1,0.12
4257,Eletronico 4257,2613.94,0.14
4258,Eletronico 4258,2436.26,0.16
4259,Eletronico 4259,297.32,0.17
4260,Eletronico 4260,2091.52,0.16
4261,Eletronico 4261,337.16,0.16
4262,Eletronico 4262,972.16,0.06
4263,Eletronico 4263,1581.48,0.1
4264,Eletronico 4264,4494.63,0.2
4265,Eletronico 4265,2478.33,0.12
4266,Eletronico 4266,1313.28,0.19
4267,Eletronico 4267,4558.05,0.06
4268,Eletronico 4268,1304.5,0.1
4269,Eletronico 4269,1277.37,0.12
4270,Eletronico 4270,4458.55,0.06
4271,Eletronico 4271,3060.42,0.05
4272,Eletronico 4272,3485.03,0.05
4273,Eletronico 4273,3528.78,0.05
4274,Eletronico 4274,3919.16,0.1
4275,Eletronico 4275,3973.05,0.16
4276,Eletronico 4276,791.13,0.05
4277,Eletronico 4277,4978.84,0.09
4278,Eletronico 4278,3771.63,0.09
4279,Eletronico 4279,1615.37,0.14
4280,Eletronico 4280,510.58,0.2
4281,Eletronico 4281,333.78,0.14
4282,Eletronico 4282,3620.65,0.1
4283,Eletronico 4283,2166.69,0.12
4284,Eletronico 4284,3440.21,0.17
4285,Eletronico 4285,1248.83,0.15
4286,Eletronico 4286,2016.5,0.17
4287,Eletronico 4287,268.33,0.17
4288,Eletronico 4288,3337.65,0.07
4289,Eletronico 4289,4161.6,0.09
4290,Eletronico 4290,3769.15,0.1
4291,Eletronico 4291,1808.01,0.17
4292,Eletronico 4292,4077.44,0.16
4293,Eletronico 4293,2988.26,0.14
4294,Eletronico 4294,3085.82,0.16
4295,Eletronico 4295,3586.92,0.16
4296,Eletronico 4296,1264.67,0.08
4297,Eletronico 4297,1957.6,0.13
4298,Eletronico 4298,3636.13,0.19
4299,Eletronico 4299,378.81,0.19
4300,Eletronico 4300,2428.58,0.14
4301,Eletronico 4301,3612.07,0.14
4302,Eletronico 4302,2358.96,0.08
4303,Eletronico 4303,860.78,0.06
4304,Eletronico 4304,104.27,0.14
4305,Eletronico 4305,606.7,0.09
4306,Eletronico 4306,4384.53,0.19
4307,Eletronico 4307,3451.89,0.15
4308,Eletronico 4308,1382.75,0.11
4309,Eletronico 4309,1046.17,0.2
4310,Eletronico 4310,775.64,0.16
4311,Eletronico 4311,39.48,0.07
4312,Eletronico 4312,1942.32,0.1
4313,Eletronico 4313,814.35,0.14
4314,Eletronico 4314,4863.53,0.06
4315,Eletronico 4315,4531.77,0.2
4316,Eletronico 4316,1991.91,0.09
4317,Eletronico 4317,3845.24,0.05
4318,Eletronico 4318,4874.91,0.1
4319,Eletronico 4319,3352.76,0.08
4320,Eletronico 4320,3541.29,0.07
4321,Eletronico 4321,2896.19,0.16
4322,Eletronico 4322,3450.62,0.1
4323,Eletronico 4323,3763.09,0.08
4324,Eletronico 4324,859.0,0.11
4325,Eletronico 4325,3459.74,0.1
4326,Eletronico 4326,2037.88,0.07
4327,Eletronico 4327,3711.1,0.06
4328,Eletronico 4328,620.19,0.13
4329,Eletronico 4329,1603.72,0.1
4330,Eletronico 4330,2163.18,0.11
4331,Eletronico 4331,1655.07,0.07
4332,Eletronico 4332,2956.22,0.14
4333,Eletronico 4333,450.75,0.19
4334,Eletronico 4334,4298.88,0.17
4335,Eletronico 4335,2721.58,0.15
4336,Eletronico 4336,2709.8,0.12
4337,Eletronico 4337,4565.28,0.11
4338,Eletronico 4338,1443.28,0.11
4339,Eletronico 4339,278.66,0.2
4340,Eletronico 4340,932.6,0.1
4341,Eletronico 4341,1192.68,0.15
4342,Eletronico 4342,4243.55,0.11
4343,Eletronico 4343,3343.49,0.12
4344,Eletronico 4344,4366.58,0.16
4345,Eletronico 4345,2316.4,0.11
4346,Eletronico 4346,3022.52,0.06
4347,Eletronico 4347,810.21,0.08
4348,Eletronico 4348,4108.83,0.2
4349,Eletronico 4349,4699.3,0.07
4350,Eletronico 4350,1677.5,0.08
4351,Eletronico 4351,4016.61,0.16
4352,Eletronico 4352,1858.04,0.08
4353,Eletronico 4353,2967.22,0.19
4354,Eletronico 4354,1846.9,0.08
4355,Eletronico 4355,1723.12,0.17
4356,Eletronico 4356,2290.71,0.1
4357,Eletronico 4357,4800.68,0.1
4358,Eletronico 4358,1862.04,0.13
4359,Eletronico 4359,3631.67,0.07
4360,Eletronico 4360,231.04,0.13
4361,Eletronico 4361,3306.54,0.18
4362,Eletronico 4362,792.04,0.05
4363,Eletronico 4363,3767.92,0.11
4364,Eletronico 4364,1406.67,0.11
4365,Eletronico 4365,2868.49,0.07
4366,Eletronico 4366,670.29,0.17
4367,Eletronico 4367,1172.95,0.13
4368,Eletronico 4368,2688.95,0.18
4369,Eletronico 4369,2274.44,0.16
4370,Eletronico 4370,4789.33,0.1
4371,Eletronico 4371,3985.97,0.09
4372,Eletronico 4372,3789.47,0.19
4373,Eletronico 4373,3529.14,0.09
4374,Eletronico 4374,3245.39,0.17
4375,Eletronico 4375,3862.1,0.15
4376,Eletronico 4376,356.54,0.06
4377,Eletronico 4377,2486.06,0.2
4378,Eletronico 4378,1289.98,0.15
4379,Eletronico 4379,4269.21,0.17
4380,Eletronico 4380,4145.14,0.12
4381,Eletronico 4381,1549.6,0.14
4382,Eletronico 4382,3025.57,0.12
4383,Eletronico 4383,3999.17,0.14
4384,Eletronico 4384,3780.81,0.15
4385,Eletronico 4385,3467.85,0.06
4386,Eletronico 4386,867.79,0.05
4387,Eletronico 4387,2520.48,0.07
4388,Eletronico 4388,4437.49,0.18
4389,Eletronico 4389,2773.68,0.06
4390,Eletronico 4390,4713.39,0.15
4391,Eletronico 4391,2914.15,0.16
4392,Eletronico 4392,3324.07,0.1
4393,Eletronico 4393,2974.11,0.13
4394,Eletronico 4394,3443.96,0.07
4395,Eletronico 4395,4832.25,0.06
4396,Eletronico 4396,2064.14,0.18
4397,Eletronico 4397,1254.17,0.17
4398,Eletronico 4398,4329.34,0.16
4399,Eletronico 4399,3701.13,0.12
4400,Eletronico 4400,2725.91,0.17
4401,Eletronico 4401,1347.98,0.11
4402,Eletronico 4402,235.48,0.2
4403,Eletronico 4403,266.07,0.18
4404,Eletronico 4404,2181.48,0.11
4405,Eletronico 4405,3215.49,0.17
4406,Eletronico 4406,3895.04,0.09
4407,Eletronico 4407,1449.5,0.16
4408,Eletronico 4408,1969.19,0.17
4409,Eletronico 4409,3046.76,0.2
4410,Eletronico 4410,2209.76,0.1
4411,Eletronico 4411,3941.57,0.12
4412,Eletronico 4412,4747.81,0.09
4413,Eletronico 4413,1592.06,0.09
4414,Eletronico 4414,185.43,0.1
4415,Eletronico 4415,4554.09,0.08
4416,Eletronico 4416,3633.09,0.1
4417,Eletronico 4417,2340.53,0.11
4418,Eletronico 4418,4910.88,0.11
4419,Eletronico 4419,3202.66,0.2
4420,Eletronico 4420,129.58,0.05
4421,Eletronico 4421,2757.8,0.12
4422,Eletronico 4422,1796.34,0.17
4423,Eletronico 4423,1971.95,0.15
4424,Eletronico 4424,2113.23,0.18
4425,Eletronico 4425,4166.65,0.19
4426,Eletronico 4426,2814.42,0.2
4427,Eletronico 4427,311.56,0.18
4428,Eletronico 4428,1811.26,0.12
4429,Eletronico 4429,1892.52,0.05
4430,Eletronico 4430,3588.03,0.1
4431,Eletronico 4431,1758.72,0.06
4432,Eletronico 4432,2904.71,0.16
4433,Eletronico 4433,3448.45,0.08
4434,Eletronico 4434,210.2,0.09
4435,Eletronico 4435,1401.2,0.1
4436,Eletronico 4436,407.54,0.07
4437,Eletronico 4437,4328.96,0.06
4438,Eletronico 4438,3683.96,0.06
4439,Eletronico 4439,4612.34,0.11
4440,Eletronico 4440,4183.05,0.07
4441,Eletronico 4441,1945.71,0.09
4442,Eletronico 4442,4566.51,0.09
4443,Eletronico 4443,299.54,0.1
4444,Eletronico 4444,4161.91,0.11
4445,Eletronico 4445,2970.7,0.18
4446,Eletronico 4446,454.72,0.13
4447,Eletronico 4447,817.28,0.19
4448,Eletronico 4448,3735.51,0.05
4449,Eletronico 4449,180.4,0.13
4450,Eletronico 4450,102.89,0.19
4451,Eletronico 4451,1132.89,0.08
4452,Eletronico 4452,2518.45,0.07
4453,Eletronico 4453,3308.65,0.16
4454,Eletronico 4454,2915.63,0.05
4455,Eletronico 4455,2911.34,0.08
4456,Eletronico 4456,2173.99,0.11
4457,Eletronico 4457,1707.3,0.12
4458,Eletronico 4458,1967.88,0.11
4459,Eletronico 4459,341.76,0.14
4460,Eletronico 4460,4126.35,0.19
4461,Eletronico 4461,4468.88,0.09
4462,Eletronico 4462,1746.84,0.14
4463,Eletronico 4463,4804.22,0.07
4464,Eletronico 4464,682.44,0.13
4465,Eletronico 4465,512.39,0.12
4466,Eletronico 4466,3630.49,0.14
4467,Eletronico 4467,2828.85,0.14
4468,Eletronico 4468,2057.58,0.09
4469,Eletronico 4469,1076.9,0.06
4470,Eletronico 4470,3496.82,0.2
4471,Eletronico 4471,4453.11,0.1
4472,Eletronico 4472,1860.83,0.18
4473,Eletronico 4473,4672.65,0.08
4474,Eletronico 4474,3268.06,0.1
4475,Eletronico 4475,3038.9,0.18
4476,Eletronico 4476,2573.8,0.09
4477,Eletronico 4477,3180.74,0.05
4478,Eletronico 4478,2889.97,0.1
4479,Eletronico 4479,1010.46,0.1
4480,Eletronico 4480,1508.84,0.07
4481,Eletronico 4481,12.33,0.19
4482,Eletronico 4482,2559.81,0.19
4483,Eletronico 4483,1891.66,0.14
4484,Eletronico 4484,4795.64,0.2
4485,Eletronico 4485,4374.58,0.09
4486,Eletronico 4486,1243.51,0.07
4487,Eletronico 4487,4370.68,0.14
4488,Eletronico 4488,1834.66,0.2
4489,Eletronico 4489,2721.68,0.06
4490,Eletronico 4490,1935.93,0.08
4491,Eletronico 4491,1384.48,0.13
4492,Eletronico 4492,3508.53,0.14
4493,Eletronico 4493,2123.83,0.1
4494,Eletronico 4494,567.99,0.09
4495,Eletronico 4495,3819.82,0.07
4496,Eletronico 4496,1430.17,0.18
4497,Eletronico 4497,4780.54,0.2
4498,Eletronico 4498,1604.94,0.13
4499,Eletronico 4499,3440.77,0.17
4500,Eletronico 4500,1900.07,0.15
4501,Eletronico 4501,2504.62,0.05
4502,Eletronico 4502,3676.2,0.11
4503,Eletronico 4503,1880.55,0.09
4504,Eletronico 4504,3754.44,0.1
4505,Eletronico 4505,4767.64,0.09
4506,Eletronico 4506,4800.86,0.11
4507,Eletronico 4507,819.33,0.1
4508,Eletronico 4508,1505.47,0.13
4509,Eletronico 4509,3378.33,0.09
4510,Eletronico 4510,3566.76,0.17
4511,Eletronico 4511,26.49,0.11
4512,Eletronico 4512,143.55,0.15
4513,Eletronico 4513,2104.4,0.13
4514,Eletronico 4514,1575.06,0.18
4515,Eletronico 4515,2021.42,0.1
4516,Eletronico 4516,2718.04,0.18
4517,Eletronico 4517,2237.65,0.18
4518,Eletronico 4518,3957.18,0.07
4519,Eletronico 4519,3582.64,0.17
4520,Eletronico 4520,3527.72,0.05
4521,Eletronico 4521,3734.37,0.14
4522,Eletronico 4522,2493.72,0.19
4523,Eletronico 4523,4218.02,0.2
4524,Eletronico 4524,3610.81,0.14
4525,Eletronico 4525,2829.96,0.19
4526,Eletronico 4526,1016.97,0.13
4527,Eletronico 4527,4241.91,0.12
4528,Eletronico 4528,3154.88,0.14
4529,Eletronico 4529,1990.53,0.11
4530,Eletronico 4530,1214.3,0.08
4531,Eletronico 4531,2134.89,0.12
4532,Eletronico 4532,413.21,0.19
4533,Eletronico 4533,4933.27,0.07
4534,Eletronico 4534,3655.77,0.14
4535,Eletronico 4535,2826.42,0.15
4536,Eletronico 4536,2266.88,0.2
4537,Eletronico 4537,1451.54,0.17
4538,Eletronico 4538,2521.55,0.13
4539,Eletronico 4539,3550.42,0.15
4540,Eletronico 4540,2713.77,0.06
4541,Eletronico 4541,598.38,0.2
4542,Eletronico 4542,3780.4,0.09
4543,Eletronico 4543,2671.64,0.16
4544,Eletronico 4544,2888.23,0.16
4545,Eletronico 4545,917.33,0.09
4546,Eletronico 4546,1351.52,0.19
4547,Eletronico 4547,3307.23,0.19
4548,Eletronico 4548,1572.9,0.11
4549,Eletronico 4549,1454.85,0.12
4550,Eletronico 4550,1108.64,0.09
4551,Eletronico 4551,639.19,0.19
4552,Eletronico 4552,1450.02,0.05
4553,Eletronico 4553,258.43,0.1
4554,Eletronico 4554,3613.25,0.07
4555,Eletronico 4555,166.36,0.13
4556,Eletronico 4556,4776.72,0.12
4557,Eletronico 4557,292.52,0.1
4558,Eletronico 4558,4663.94,0.19
4559,Eletronico 4559,32.49,0.07
4560,Eletronico 4560,1418.42,0.1
4561,Eletronico 4561,1326.67,0.18
4562,Eletronico 4562,1960.26,0.08
4563,Eletronico 4563,1570.35,0.18
4564,Eletronico 4564,1369.66,0.12
4565,Eletronico 4565,4360.08,0.06
4566,Eletronico 4566,2260.07,0.07
4567,Eletronico 4567,4728.76,0.19
4568,Eletronico 4568,382.89,0.16
4569,Eletronico 4569,4542.38,0.09
4570,Eletronico 4570,554.15,0.11
4571,Eletronico 4571,1477.2,0.09
4572,Eletronico 4572,3279.23,0.13
4573,Eletronico 4573,3061.51,0.19
4574,Eletronico 4574,2284.5,0.16
4575,Eletronico 4575,2962.46,0.08
4576,Eletronico 4576,4339.54,0.09
4577,Eletronico 4577,2708.16,0.19
4578,Eletronico 4578,2268.26,0.09
4579,Eletronico 4579,3381.79,0.07
4580,Eletronico 4580,794.05,0.07
4581,Eletronico 4581,3483.27,0.06
4582,Eletronico 4582,570.11,0.06
4583,Eletronico 4583,1315.04,0.14
4584,Eletronico 4584,706.96,0.19
4585,Eletronico 4585,339.82,0.1
4586,Eletronico 4586,1810.62,0.11
4587,Eletronico 4587,2277.01,0.1
4588,Eletronico 4588,551.26,0.15
4589,Eletronico 4589,18.38,0.11
4590,Eletronico 4590,4412.66,0.16
4591,Eletronico 4591,4700.8,0.14
4592,Eletronico 4592,3173.23,0.19
4593,Eletronico 4593,3308.93,0.15
4594,Eletronico 4594,2778.87,0.2
4595,Eletronico 4595,620.66,0.1
4596,Eletronico 4596,2247.93,0.19
4597,Eletronico 4597,583.11,0.12
4598,Eletronico 4598,2824.1,0.11
4599,Eletronico 4599,3784.07,0.13
4600,Eletronico 4600,4308.61,0.18
4601,Eletronico 4601,1700.42,0.09
4602,Eletronico 4602,835.2,0.12
4603,Eletronico 4603,1626.34,0.19
4604,Eletronico 4604,3594.26,0.16
4605,Eletronico 4605,1916.92,0.16
4606,Eletronico 4606,2159.3,0.07
4607,Eletronico 4607,1759.38,0.09
4608,Eletronico 4608,4078.52,0.2
4609,Eletronico 4609,2045.0,0.2
4610,Eletronico 4610,2873.6,0.17
4611,Eletronico 4611,548.73,0.06
4612,Eletronico 4612,1529.9,0.16
4613,Eletronico 4613,1756.94,0.08
4614,Eletronico 4614,1466.83,0.05
4615,Eletronico 4615,3405.75,0.05
4616,Eletronico 4616,2733.91,0.07
4617,Eletronico 4617,3931.92,0.15
4618,Eletronico 4618,3216.4,0.13
4619,Eletronico 4619,4019.16,0.13
4620,Eletronico 4620,493.21,0.11
4621,Eletronico 4621,4314.51,0.12
4622,Eletronico 4622,3785.42,0.15
4623,Eletronico 4623,1880.14,0.07
4624,Eletronico 4624,1513.61,0.17
4625,Eletronico 4625,134.58,0.12
4626,Eletronico 4626,731.91,0.13
4627,Eletronico 4627,2167.25,0.08
4628,Eletronico 4628,1928.07,0.2
4629,Eletronico 4629,4061.75,0.14
4630,Eletronico 4630,3676.0,0.06
4631,Eletronico 4631,3482.22,0.14
4632,Eletronico 4632,186.71,0.06
4633,Eletronico 4633,4534.96,0.08
4634,Eletronico 4634,4223.31,0.06
4635,Eletronico 4635,4699.76,0.08
4636,Eletronico 4636,2579.86,0.09
4637,Eletronico 4637,465.84,0.09
4638,Eletronico 4638,3464.5,0.14
4639,Eletronico 4639,1297.34,0.09
4640,Eletronico 4640,2849.49,0.14
4641,Eletronico 4641,4263.75,0.2
4642,Eletronico 4642,52.23,0.12
4643,Eletronico 4643,2943.39,0.18
4644,Eletronico 4644,2235.82,0.12
4645,Eletronico 4645,3936.21,0.14
4646,Eletronico 4646,2683.94,0.1
4647,Eletronico 4647,2360.55,0.09
4648,Eletronico 4648,4786.46,0.07
4649,Eletronico 4649,3078.83,0.17
4650,Eletronico 4650,1000.03,0.17
4651,Eletronico 4651,22.63,0.06
4652,Eletronico 4652,548.07,0.06
4653,Eletronico 4653,2572.1,0.07
4654,Eletronico 4654,4005.74,0.16
4655,Eletronico 4655,4071.61,0.16
4656,Eletronico 4656,3580.42,0.18
4657,Eletronico 4657,2762.16,0.13
4658,Eletronico 4658,596.67,0.2
4659,Eletronico 4659,4862.0,0.07
4660,Eletronico 4660,3520.86,0.15
4661,Eletronico 4661,1011.53,0.17
4662,Eletronico 4662,4627.06,0.09
4663,Eletronico 4663,734.46,0.15
4664,Eletronico 4664,4905.12,0.09
4665,Eletronico 4665,928.41,0.2
4666,Eletronico 4666,3780.64,0.2
4667,Eletronico 4667,1316.63,0.15
4668,Eletronico 4668,2106.15,0.08
4669,Eletronico 4669,1578.59,0.07
4670,Eletronico 4670,4448.52,0.06
4671,Eletronico 4671,4122.8,0.14
4672,Eletronico 4672,1796.92,0.18
4673,Eletronico 4673,4433.22,0.17
4674,Eletronico 4674,4331.61,0.09
4675,Eletronico 4675,2630.31,0.07
4676,Eletronico 4676,37.31,0.09
4677,Eletronico 4677,3806.04,0.09
4678,Eletronico 4678,1637.08,0.12
4679,Eletronico 4679,3765.01,0.08
4680,Eletronico 4680,4139.01,0.08
4681,Eletronico 4681,361.28,0.08
4682,Eletronico 4682,3058.24,0.17
4683,Eletronico 4683,3259.57,0.15
4684,Eletronico 4684,4223.38,0.13
4685,Eletronico 4685,3957.54,0.09
4686,Eletronico 4686,1260.92,0.1
4687,Eletronico 4687,1948.49,0.05
4688,Eletronico 4688,2233.08,0.11
4689,Eletronico 4689,3745.67,0.16
4690,Eletronico 4690,4206.38,0.2
4691,Eletronico 4691,1785.94,0.09
4692,Eletronico 4692,1485.98,0.15
4693,Eletronico 4693,4113.48,0.14
4694,Eletronico 4694,1284.57,0.16
4695,Eletronico 4695,1827.66,0.16
4696,Eletronico 4696,593.15,0.05
4697,Eletronico 4697,38.38,0.13
4698,Eletronico 4698,2973.67,0.08
4699,Eletronico 4699,3302.01,0.06
4700,Eletronico 4700,3940.68,0.17
4701,Eletronico 4701,4660.35,0.16
4702,Eletronico 4702,4707.89,0.16
4703,Eletronico 4703,3285.54,0.06
4704,Eletronico 4704,3800.75,0.08
4705,Eletronico 4705,2651.08,0.19
4706,Eletronico 4706,3842.53,0.07
4707,Eletronico 4707,2556.68,0.17
4708,Eletronico 4708,3158.45,0.17
4709,Eletronico 4709,1396.67,0.15
4710,Eletronico 4710,2623.55,0.14
4711,Eletronico 4711,3624.06,0.17
4712,Eletronico 4712,1346.79,0.09
4713,Eletronico 4713,1192.39,0.12
4714,Eletronico 4714,4198.54,0.07
4715,Eletronico 4715,650.44,0.11
4716,Eletronico 4716,2292.31,0.11
4717,Eletronico 4717,2520.69,0.2
4718,Eletronico 4718,3703.02,0.06
4719,Eletronico 4719,2236.59,0.06
4720,Eletronico 4720,136.99,0.17
4721,Eletronico 4721,1493.66,0.14
4722,Eletronico 4722,1642.82,0.05
4723,Eletronico 4723,575.44,0.12
4724,Eletronico 4724,4862.64,0.16
4725,Eletronico 4725,2399.32,0.1
4726,Eletronico 4726,2232.41,0.14
4727,Eletronico 4727,4608.42,0.17
4728,Eletronico 4728,858.63,0.09
4729,Eletronico 4729,192.77,0.1
4730,Eletronico 4730,1566.89,0.19
4731,Eletronico 4731,3729.11,0.11
4732,Eletronico 4732,367.99,0.19
4733,Eletronico 4733,3838.2,0.17
4734,Eletronico 4734,605.61,0.14
4735,Eletronico 4735,4111.51,0.13
4736,Eletronico 4736,869.88,0.08
4737,Eletronico 4737,4668.68,0.11
4738,Eletronico 4738,3600.79,0.1
4739,Eletronico 4739,2114.82,0.07
4740,Eletronico 4740,1694.27,0.14
4741,Eletronico 4741,4522.96,0.15
4742,Eletronico 4742,2629.85,0.18
4743,Eletronico 4743,3059.38,0.09
4744,Eletronico 4744,4424.8,0.17
4745,Eletronico 4745,1747.62,0.12
4746,Eletronico 4746,4477.34,0.15
4747,Eletronico 4747,717.97,0.12
4748,Eletronico 4748,931.7,0.18
4749,Eletronico 4749,3000.47,0.07
4750,Eletronico 4750,4463.48,0.11
4751,Eletronico 4751,1564.37,0.14
4752,Eletronico 4752,2463.67,0.17
4753,Eletronico 4753,374.77,0.18
4754,Eletronico 4754,4309.39,0.11
4755,Eletronico 4755,1229.22,0.06
4756,Eletronico 4756,4095.46,0.06
4757,Eletronico 4757,4555.04,0.15
4758,Eletronico 4758,3295.13,0.13
4759,Eletronico 4759,1808.92,0.1
4760,Eletronico 4760,1666.64,0.06
4761,Eletronico 4761,3193.58,0.19
4762,Eletronico 4762,1408.84,0.06
4763,Eletronico 4763,1838.83,0.06
4764,Eletronico 4764,468.46,0.16
4765,Eletronico 4765,1838.09,0.1
4766,Eletronico 4766,4275.34,0.18
4767,Eletronico 4767,1330.23,0.11
4768,Eletronico 4768,3197.76,0.17
4769,Eletronico 4769,710.2,0.12
4770,Eletronico 4770,4791.31,0.19
4771,Eletronico 4771,116.48,0.08
4772,Eletronico 4772,3116.0,0.16
4773,Eletronico 4773,2784.74,0.11
4774,Eletronico 4774,1676.44,0.16
4775,Eletronico 4775,205.29,0.1
4776,Eletronico 4776,3260.8,0.11
4777,Eletronico 4777,1835.28,0.14
4778,Eletronico 4778,502.75,0.18
4779,Eletronico 4779,2758.0,0.19
4780,Eletronico 4780,4829.73,0.17
4781,Eletronico 4781,845.97,0.15
4782,Eletronico 4782,2079.47,0.07
4783,Eletronico 4783,2777.04,0.08
4784,Eletronico 4784,737.79,0.13
4785,Eletronico 4785,4721.57,0.14
4786,Eletronico 4786,2525.9,0.15
4787,Eletronico 4787,1494.69,0.12
4788,Eletronico 4788,3088.43,0.06
4789,Eletronico 4789,735.23,0.18
4790,Eletronico 4790,212.22,0.11
4791,Eletronico 4791,2619.91,0.19
4792,Eletronico 4792,4708.21,0.15
4793,Eletronico 4793,3454.73,0.08
4794,Eletronico 4794,228.02,0.09
4795,Eletronico 4795,4244.74,0.13
4796,Eletronico 4796,885.8,0.16
4797,Eletronico 4797,345.53,0.16
4798,Eletronico 4798,901.98,0.07
4799,Eletronico 4799,3805.29,0.2
4800,Eletronico 4800,1286.47,0.08
4801,Eletronico 4801,3175.73,0.13
