id,descricao,tamanho,preco
4717,Roupa 4717,P,2595.0
4718,Roupa 4718,M,4375.55
4719,Roupa 4719,PP,147.62
4720,Roupa 4720,PP,1623.51
4721,Roupa 4721,PP,589.98
4722,Roupa 4722,G,4443.08
4723,Roupa 4723,GG,2340.64
4724,Roupa 4724,PP,3725.25
4725,Roupa 4725,PP,174.42
4726,Roupa 4726,P,4093.45
4727,Roupa 4727,M,2380.64
4728,Roupa 4728,M,3319.11
4729,Roupa 4729,PP,4363.38
4730,Roupa 4730,G,4993.05
4731,Roupa 4731,P,4957.22
4732,Roupa 4732,PP,2417.86
4733,Roupa 4733,GG,3359.38
4734,Roupa 4734,M,667.8
4735,Roupa 4735,GG,49.66
4736,Roupa 4736,M,1504.89
4737,Roupa 4737,G,3670.31
4738,Roupa 4738,G,1748.79
4739,Roupa 4739,G,3520.32
4740,Roupa 4740,PP,83.93
4741,Roupa 4741,M,778.16
4742,Roupa 4742,GG,2014.41
4743,Roupa 4743,M,1851.34
4744,Roupa 4744,GG,4388.98
4745,Roupa 4745,M,3294.14
4746,Roupa 4746,P,4622.64
4747,Roupa 4747,G,1225.32
4748,Roupa 4748,G,1953.73
4749,Roupa 4749,M,2141.61
4750,Roupa 4750,P,661.2
4751,Roupa 4751,P,100.58
4752,Roupa 4752,PP,3861.6
4753,Roupa 4753,P,4612.04
4754,Roupa 4754,GG,4864.03
4755,Roupa 4755,P,3266.27
4756,Roupa 4756,GG,701.12
4757,Roupa 4757,GG,3655.97
4758,Roupa 4758,P,4522.02
4759,Roupa 4759,M,3420.96
4760,Roupa 4760,GG,225.76
4761,Roupa 4761,G,2447.75
4762,Roupa 4762,G,3475.06
4763,Roupa 4763,M,2883.64
4764,Roupa 4764,P,4867.48
4765,Roupa 4765,M,2745.96
4766,Roupa 4766,PP,850.5
4767,Roupa 4767,GG,3992.4
4768,Roupa 4768,P,3317.76
4769,Roupa 4769,G,891.72
4770,Roupa 4770,P,2673.48
4771,Roupa 4771,GG,1094.48
4772,Roupa 4772,G,2062.69
4773,Roupa 4773,GG,1379.53
4774,Roupa 4774,PP,2729.45
4775,Roupa 4775,P,179.7
4776,Roupa 4776,PP,1825.07
4777,Roupa 4777,G,1997.64
4778,Roupa 4778,PP,1039.57
4779,Roupa 4779,GG,2466.75
4780,Roupa 4780,G,1252.29
4781,Roupa 4781,GG,848.76
4782,Roupa 4782,P,3540.02
4783,Roupa 4783,GG,3972.59
4784,Roupa 4784,M,1751.81
4785,Roupa 4785,P,1678.54
4786,Roupa 4786,P,1500.15
4787,Roupa 4787,M,4212.07
4788,Roupa 4788,GG,4064.36
4789,Roupa 4789,GG,3768.14
4790,Roupa 4790,GG,944.27
4791,Roupa 4791,GG,4386.67
4792,Roupa 4792,P,1144.25
4793,Roupa 4793,PP,2311.22
4794,Roupa 4794,GG,3101.7
4795,Roupa 4795,GG,1107.29
4796,Roupa 4796,GG,3366.4
4797,Roupa 4797,PP,4525.94
4798,Roupa 4798,PP,579.35
4799,Roupa 4799,PP,2741.8
4800,Roupa 4800,M,1509.73
4801,Roupa 4801,P,2720.21
4802,Roupa 4802,PP,753.05
4803,Roupa 4803,M,141.63
4804,Roupa 4804,P,3058.87
4805,Roupa 4805,G,4495.74
4806,Roupa 4806,PP,4052.51
4807,Roupa 4807,G,3099.97
4808,Roupa 4808,PP,3997.12
4809,Roupa 4809,PP,4839.94
4810,Roupa 4810,GG,4268.5
4811,Roupa 4811,G,1819.96
4812,Roupa 4812,GG,4880.12
4813,Roupa 4813,P,3729.98
4814,Roupa 4814,PP,1242.71
4815,Roupa 4815,GG,3028.92
4816,Roupa 4816,P,142.62
4817,Roupa 4817,M,4144.75
4818,Roupa 4818,P,3995.09
4819,Roupa 4819,G,1910.16
4820,Roupa 4820,PP,58.75
4821,Roupa 4821,G,2660.91
4822,Roupa 4822,M,1190.64
4823,Roupa 4823,G,2791.65
4824,Roupa 4824,G,3536.93
4825,Roupa 4825,GG,2703.07
4826,Roupa 4826,G,52.09
4827,Roupa 4827,GG,970.62
4828,Roupa 4828,PP,503.21
4829,Roupa 4829,PP,4023.06
4830,Roupa 4830,M,2152.51
4831,Roupa 4831,PP,4009.09
4832,Roupa 4832,M,2315.8
4833,Roupa 4833,P,956.47
4834,Roupa 4834,PP,4019.64
4835,Roupa 4835,M,210.34
4836,Roupa 4836,M,4284.26
4837,Roupa 4837,M,76.23
4838,Roupa 4838,G,4317.55
4839,Roupa 4839,M,202.79
4840,Roupa 4840,G,3787.99
4841,Roupa 4841,GG,2754.39
4842,Roupa 4842,P,4284.93
4843,Roupa 4843,G,3119.74
4844,Roupa 4844,P,1370.4
4845,Roupa 4845,P,3635.82
4846,Roupa 4846,GG,4521.53
4847,Roupa 4847,GG,4819.12
4848,Roupa 4848,PP,4735.42
4849,Roupa 4849,PP,4515.74
4850,Roupa 4850,PP,3625.57
4851,Roupa 4851,P,4972.42
4852,Roupa 4852,M,1552.81
4853,Roupa 4853,M,3637.19
4854,Roupa 4854,G,1802.53
4855,Roupa 4855,GG,1857.01
4856,Roupa 4856,M,2433.76
4857,Roupa 4857,G,3775.16
4858,Roupa 4858,P,472.86
4859,Roupa 4859,G,3294.11
4860,Roupa 4860,M,2909.11
4861,Roupa 4861,PP,50.65
4862,Roupa 4862,M,3605.23
4863,Roupa 4863,PP,4739.41
4864,Roupa 4864,P,4842.62
4865,Roupa 4865,PP,3985.18
4866,Roupa 4866,G,944.94
4867,Roupa 4867,G,3434.61
4868,Roupa 4868,PP,693.84
4869,Roupa 4869,PP,225.65
4870,Roupa 4870,G,3229.22
4871,Roupa 4871,PP,2905.81
4872,Roupa 4872,G,4463.72
4873,Roupa 4873,P,454.65
4874,Roupa 4874,GG,448.87
4875,Roupa 4875,G,318.97
4876,Roupa 4876,G,427.9
4877,Roupa 4877,PP,1620.77
4878,Roupa 4878,GG,865.42
4879,Roupa 4879,P,1416.74
4880,Roupa 4880,M,4094.0
4881,Roupa 4881,G,157.17
4882,Roupa 4882,PP,3178.1
4883,Roupa 4883,M,4694.05
4884,Roupa 4884,M,4055.95
4885,Roupa 4885,PP,3812.39
4886,Roupa 4886,P,1472.73
4887,Roupa 4887,PP,3502.74
4888,Roupa 4888,P,3916.39
4889,Roupa 4889,P,1948.75
4890,Roupa 4890,PP,2804.29
4891,Roupa 4891,P,4577.02
4892,Roupa 4892,M,2305.66
4893,Roupa 4893,M,4761.07
4894,Roupa 4894,P,2893.03
4895,Roupa 4895,M,1120.37
4896,Roupa 4896,GG,1739.16
4897,Roupa 4897,GG,4472.29
4898,Roupa 4898,G,4976.0
4899,Roupa 4899,GG,60.25
4900,Roupa 4900,G,2180.17
4901,Roupa 4901,PP,1129.88
4902,Roupa 4902,P,3825.81
4903,Roupa 4903,M,812.97
4904,Roupa 4904,M,496.11
4905,Roupa 4905,PP,1311.01
4906,Roupa 4906,P,868.81
4907,Roupa 4907,G,2934.99
4908,Roupa 4908,PP,309.42
4909,Roupa 4909,GG,438.06
4910,Roupa 4910,GG,1561.09
4911,Roupa 4911,M,2418.2
4912,Roupa 4912,PP,911.99
4913,Roupa 4913,PP,2692.46
4914,Roupa 4914,P,835.95
4915,Roupa 4915,P,3271.18
4916,Roupa 4916,P,3377.54
4917,Roupa 4917,P,201.29
4918,Roupa 4918,G,4517.79
4919,Roupa 4919,P,865.91
4920,Roupa 4920,M,21.41
4921,Roupa 4921,PP,1069.35
4922,Roupa 4922,P,2835.5
4923,Roupa 4923,M,252.26
4924,Roupa 4924,GG,848.29
4925,Roupa 4925,P,3665.43
4926,Roupa 4926,G,1837.97
4927,Roupa 4927,G,3108.65
4928,Roupa 4928,GG,811.64
4929,Roupa 4929,P,2611.95
4930,Roupa 4930,G,3878.16
4931,Roupa 4931,P,2884.58
4932,Roupa 4932,P,460.98
4933,Roupa 4933,PP,3897.05
4934,Roupa 4934,P,1591.38
4935,Roupa 4935,M,3017.73
4936,Roupa 4936,G,824.01
4937,Roupa 4937,G,3738.99
4938,Roupa 4938,M,4031.26
4939,Roupa 4939,M,2821.07
4940,Roupa 4940,GG,1430.13
4941,Roupa 4941,M,1566.72
4942,Roupa 4942,PP,2503.06
4943,Roupa 4943,PP,3883.07
4944,Roupa 4944,P,4294.15
4945,Roupa 4945,G,4341.24
4946,Roupa 4946,G,267.74
4947,Roupa 4947,PP,535.4
4948,Roupa 4948,GG,4641.98
4949,Roupa 4949,GG,2886.87
4950,Roupa 4950,M,3548.25
4951,Roupa 4951,M,2917.44
4952,Roupa 4952,M,4809.13
4953,Roupa 4953,PP,3481.66
4954,Roupa 4954,PP,3190.75
4955,Roupa 4955,G,953.99
4956,Roupa 4956,M,4906.45
4957,Roupa 4957,GG,525.84
4958,Roupa 4958,PP,2156.12
4959,Roupa 4959,G,567.58
4960,Roupa 4960,G,4800.16
4961,Roupa 4961,GG,4470.4
4962,Roupa 4962,P,1899.74
4963,Roupa 4963,P,2601.88
4964,Roupa 4964,P,4106.86
4965,Roupa 4965,G,2949.9
4966,Roupa 4966,M,3359.54
4967,Roupa 4967,M,1765.98
4968,Roupa 4968,G,2961.68
4969,Roupa 4969,G,2646.79
4970,Roupa 4970,GG,1517.0
4971,Roupa 4971,GG,4337.61
4972,Roupa 4972,M,509.9
4973,Roupa 4973,GG,2894.44
4974,Roupa 4974,GG,2349.12
4975,Roupa 4975,G,3712.76
4976,Roupa 4976,GG,566.41
4977,Roupa 4977,G,386.72
4978,Roupa 4978,GG,1622.67
4979,Roupa 4979,G,1803.93
4980,Roupa 4980,G,881.41
4981,Roupa 4981,P,4096.39
4982,Roupa 4982,PP,149.15
4983,Roupa 4983,M,3822.21
4984,Roupa 4984,G,437.44
4985,Roupa 4985,P,4056.41
4986,Roupa 4986,G,3686.8
4987,Roupa 4987,M,2283.97
4988,Roupa 4988,PP,2821.05
4989,Roupa 4989,M,709.42
4990,Roupa 4990,PP,1808.24
4991,Roupa 4991,GG,1211.44
4992,Roupa 4992,GG,625.36
4993,Roupa 4993,PP,4103.51
4994,Roupa 4994,G,3042.52
4995,Roupa 4995,GG,2752.48
4996,Roupa 4996,M,2268.75
4997,Roupa 4997,GG,616.89
4998,Roupa 4998,P,337.28
4999,Roupa 4999,GG,1700.42
5000,Roupa 5000,P,4591.83
